"_col0","title","type","address","city","state","postalcode","country","region","latitude","longitude","isopening","rundate"
"cnsc9232","Linfen Jindu Garden Hotel Supercharging Station (New National Standard)","supercharger","Above ground parking lot of Jindu Garden Hotel, No. 1 Yingbin Avenue, Yaodu District, Linfen City, Shanxi Province (Entrance: Yingbin Avenue)","Linfen","Shanxi","","China Mainland","asia_pacific","36.0670616","111.503181","false","2022-09-05 12:05:22 PDT"
"northvillemisupercharger","Northville, MI Supercharger","supercharger","20401 Haggerty Road  Northville, Michigan  United States  48167","Northville","MI","48167","United States","north_america","42.437159","-83.43808","false","2022-09-05 12:05:22 PDT"
"mazatlansinaloasupercharger","Mazatlan, SIN Supercharger","supercharger","KM 25 Libramiento Mazatlán  Villa Unión, Sinaloa  Mexico 82210","Mazatlan","Sinaloa","82210","Mexico","north_america","23.19724","-106.194758","false","2022-09-05 12:05:22 PDT"
"dc772389","Fitzroy River Lodge","destination charger","Lot 277 Great Northern Highway Fitzroy Crossing WA 6765","Fitzroy Crossing","WA","WA 6765","Australia","asia_pacific","-18.210447","125.581744","false","2022-09-05 12:05:22 PDT"
"torreoncoahuilasupercharger","Torreon Coahuila","supercharger","","Torreon Coahuila","","","Mexico","north_america","25.542876","-103.406897","true","2022-09-05 12:05:22 PDT"
"dc863383659","Austin Marriott Downtown","destination charger","304 East Cesar Chavez Street   Austin, TX 78701","Austin","TX","78701","United States","north_america","30.26303","-97.7416","false","2022-09-05 12:05:22 PDT"
"victorvillecasupercharger","Victorville, CA","supercharger","","Victorville","CA","","United States","north_america","34.53632447","-117.2928493","true","2022-09-05 12:05:22 PDT"
"cnsc8190","Xuchang Zhongyuan International Hotel Supercharging Station (New National Standard)","supercharger","300 meters east of the intersection of Jian'an Avenue and Xueyuan North Road, Xuchang City, Henan Province, No. 101-107, Basement Floor, Zhongyuan International Hotel","Xuchang","Henan","","China Mainland","asia_pacific","34.03693","113.860336","false","2022-09-05 12:05:22 PDT"
"budapest","Budapest Pop Up-MOM Park","store","MOM Park Mall Budapest, Alkotás u. 53,  1123 Hungary","Budapest","","1123","Hungary","europe","47.4906198","19.0239112","false","2022-09-05 12:05:22 PDT"
"dc933230855","Eagle Ranch Resort","destination charger","9581 Eagle Ranch Trail   Invermere,   V0A 1K3","Invermere"," ","V0A 1K3","Canada","north_america","50.52967","-116.027506","false","2022-09-05 12:05:22 PDT"
"harrisburgorsupercharger","Harrisburg, OR Supercharger","supercharger","32900  Diamond Hill Road  Harrisburg , Oregon  United States 97446","Harrisburg","OR","97446","United States","north_america","44.279736","-123.063216","false","2022-09-05 12:05:22 PDT"
"innenstadtgarage","InnenSTADT-Garage","standard charger","Kaiserjaegerstr. 1, 6020 Innsbruck, Austria","Innsbruck","","6020","Austria","europe","47.269279","11.399082","false","2022-09-05 12:05:22 PDT"
"decaturgasupercharger","Decatur, GA","supercharger","","Decatur","GA","","United States","north_america","33.775584","-84.296508","true","2022-09-05 12:05:22 PDT"
"eastbrunswicknjsupercharger","East Brunswick, NJ Supercharger","supercharger","Mile Marker 78 New Jersey Turnpike North East Brunswick, New Jersey 8816","East Brunswick","NJ","8816","United States","north_america","40.415938","-74.444713","false","2022-09-05 12:05:22 PDT"
"cnsc8153","Wanyue Plaza Supercharging Station in Huailai County, Zhangjiakou City (New National Standard)","supercharger","Parking lot on the basement level of Wanyue Plaza, south of Cunrui East Street, Shacheng Town, Huailai County, Zhangjiakou City, Hebei Province","Zhangjiakou","Hebei","","China Mainland","asia_pacific","40.406001","115.520464","false","2022-09-05 12:05:22 PDT"
"seattle2200","Seattle-2200 6th Ave South","store","2200 6th Ave S Seattle, WA 98134","Seattle","WA","98134","United States","north_america","47.5833156","-122.3253072","false","2022-09-05 12:05:22 PDT"
"manchestertraffordcentredelivery","Manchester-The Trafford Centre","store","The Trafford Centre Manchester, M17 8AA","Manchester","","M17 8AA","United Kingdom","europe","53.46611","-2.3525034","false","2022-09-05 12:05:22 PDT"
"hamiltonnjwoodrowwilsonsupercharger","Hamilton, NJ-Woodrow Wilson Supercharger","supercharger","75 NJ Turnpike Hamilton Township, New Jersey 08620","Hamilton Township","NJ","8620","United States","north_america","40.175837","-74.630205","false","2022-09-05 12:05:22 PDT"
"mindenonsupercharger","Minden, ON","supercharger","","Minden","ON","","Canada","north_america","44.92660193","-78.72629294","true","2022-09-05 12:05:22 PDT"
"cnsc8144","Dezhou Sun Valley Micro Row International Hotel Supercharging Station (New National Standard)","supercharger","South District, Huangming Riyuetan Building, Sun Valley Avenue, Economic Development Zone, Dezhou City, Shandong Province","Texas","Shandong","","China Mainland","asia_pacific","37.42484776","116.3949645","false","2022-09-05 12:05:22 PDT"
"cnsc8149","Shenzhen Zhongdian Lighting Center Supercharging Station (New National Standard)","supercharger","CLP Lighting Center Parking Lot, No. 10, Keji South 12th Road, Nanshan District, Shenzhen, Guangdong Province","Shenzhen","Guangdong","","China Mainland","asia_pacific","22.536996","113.957296","false","2022-09-05 12:05:22 PDT"
"cnsc8160","Supercharging Station of Jiuzhou International Hotel in Mianyang City (New National Standard)","supercharger","Fule Jiuzhou International Hotel, Section 1, Furong Road, Youxian District, Mianyang City, Sichuan Province","Mianyang","Sichuan","","China Mainland","asia_pacific","31.47079552","104.7812194","false","2022-09-05 12:05:22 PDT"
"cnsc8161","Times E-Park Supercharging Station in Panyu District, Guangzhou City (New National Standard)","supercharger","Intersection of Hanxi Avenue and Xinguang Express, Panyu District, Guangzhou (near Hanxi Changlong Exit D)","Guangzhou","Guangdong","","China Mainland","asia_pacific","22.995384","113.333168","false","2022-09-05 12:05:22 PDT"
"cnsc8162","Shanghai Dingxiang International Business Center Supercharging Station (New National Standard)","supercharger","Parking Lot B1, Dingxiang International Business Center, No.858 Dingxiang Road, Pudong New Area, Shanghai (3rd basement level)","Shanghai","Shanghai","","China Mainland","asia_pacific","31.225288","121.551025","false","2022-09-05 12:05:22 PDT"
"granadahillscaliforniasupercharger","Granada Hills, CA Supercharger","supercharger","10823 Zelzah Avenue Granada Hills, CA 91344","Granada Hills","CA","91344","United States","north_america","34.266405","-118.526496","false","2022-09-05 12:05:22 PDT"
"sundsvallnorthq222","Sundsvall North","supercharger","","Sundsvall North","","","Sweden","europe","62.441117","17.338282","true","2022-09-05 12:05:22 PDT"
"copenhagensouthkastrupq222","Copenhagen South - Kastrup","supercharger","","Copenhagen South - Kastrup","","","Denmark","europe","55.6310374","12.6450462","true","2022-09-05 12:05:22 PDT"
"denverpasupercharger","Denver, PA Supercharger","supercharger","1350 Reading Road Bowmansville, Pennsylvania 17507","Denver","PA","17507","United States","north_america","40.20291197","-76.01592767","false","2022-09-05 12:05:22 PDT"
"dc1091666","奧麗雅安莊園民宿","destination charger","961                                       台東縣成功鎮小馬路134之18號","成功鎮","","","Taiwan","asia_pacific","23.00709128","121.3189874","false","2022-09-05 12:05:22 PDT"
"cnsc8207","Shangri-La Hotel Ningbo Supercharging Station (New National Standard)","supercharger","Shangri-La Hotel, No.88 Yuyuan Street, Yinzhou District, Ningbo City, Jiang Province","Ningbo","Zhejiang","","China Mainland","asia_pacific","29.8671389","121.561701","false","2022-09-05 12:05:22 PDT"
"dc508833","CU 의왕오전공단점","standard charger","경기도 의왕군포로 27","경기도","","","South Korea","asia_pacific","37.357285","126.962502","false","2022-09-05 12:05:22 PDT"
"cnsc9287","Shanghai Luneng JW Marriott Marquis Hotel Supercharging Station (New National Standard)","supercharger","Area C, B3 Floor, No. 988 Puming Road, Pudong New Area, Shanghai (Entrance: Puming Road)","Shanghai","Shanghai","","China Mainland","asia_pacific","31.22265","121.5205","false","2022-09-05 12:05:22 PDT"
"cnsc9279","Chengdu Raffles Supercharging Station (V3 | New National Standard)","supercharger","Row B2-B7, Floor 3, Raffles City, No. 3, Section 4, Renmin South Road, Wuhou District, Chengdu, Sichuan Province (Entrance: Renmin South Road)","Chengdu","Sichuan","","China Mainland","asia_pacific","30.63846","104.0742","false","2022-09-05 12:05:22 PDT"
"cnsc9293","Shanghai Minhang Longhu Tianjie Supercharging Station (New National Standard)","supercharger","Area L, Floor B2, Underground Parking Lot, Longhutian Street, Minhang, No. 1000 Jianchuan Road, Minhang District, Shanghai (Entrance: Humin Road)","Shanghai","Shanghai","","China Mainland","asia_pacific","31.03256","121.4221","false","2022-09-05 12:05:22 PDT"
"hangzhouchengxiyintai","Hangzhou Chengxi Yintai Experience Store","store","Unit 1F020, West Yintai City, No. 380 Fengtan Road, Hangzhou City, Zhejiang Province","Hangzhou","Zhejiang","","China Mainland","asia_pacific","30.306551","120.11474","false","2022-09-05 12:05:22 PDT"
"palermosupercharger","Palermo","supercharger","","Palermo","","","Italy","europe","38.14580363","13.33703218","true","2022-09-05 12:05:22 PDT"
"cnsc9343","Wuhan Oceanwide City Plaza Supercharging Station (V3 | New National Standard)","supercharger","No. 5 Road, Area C, Level 2, Underground Parking Lot, Fanhai City Plaza, Jianghan District, Wuhan City, Hubei Province (Entrance: Yunshan Road)","Wuhan","Hubei","","China Mainland","asia_pacific","30.6098","114.262","false","2022-09-05 12:05:22 PDT"
"cnsc9345","Shenzhen Qianhai Hop International Supercharging Station (V3 | New National Standard)","supercharger","Qianhai HOP International Aboveground Parking Lot, No.19 Xinghua 1st Road, Baoan District, Shenzhen, Guangdong Province","Shenzhen","Guangdong","","China Mainland","asia_pacific","22.5572","113.8932","false","2022-09-05 12:05:22 PDT"
"jejuaewol","제주 애월","service","제주시 애월읍 중산간서로 6432","애월읍","49","","South Korea","asia_pacific","33.4470046","126.3747347","false","2022-09-05 12:05:22 PDT"
"farmingtonmesupercharger","Farmington, ME - Hannaford Drive Supercharger","supercharger","131 Hannaford Drive Farmington, Maine 04938","Farmington","ME","4938","United States","north_america","44.65037","-70.150196","false","2022-09-05 12:05:22 PDT"
"herbornq222","Herborn","supercharger","","Herborn","","","Germany","europe","50.6750563","8.2799665","true","2022-09-05 12:05:22 PDT"
"yohomallizonecdsupercharger","Yoho Mall I Zone C, D Supercharger 元朗形點I (C、D區) 超級充電站","supercharger","2/F, YOHO MALL I (Carpark C, D Zones) , 9 Long Yat Road, Yuen Long, New Territories 新界 元朗 朗日路9號形點I（C、D區）停車場2樓","Hong Kong","","","","asia_pacific","22.44531","114.03859","false","2022-09-05 12:05:22 PDT"
"castaiccasupercharger","Castaic, CA","supercharger","","Castaic","CA","","United States","north_america","34.452256","-118.616132","false","2022-09-05 12:05:22 PDT"
"cnsc9239","Chongqing Wanzhou Yixin Plaza Supercharging Station (V3 | New National Standard)","supercharger","Opposite to parking space D094, Area D, B2, Yixin Plaza, Nanbin Avenue, Wanzhou District, Chongqing (Entrance: Nanbin Avenue)","Chongqing","Chongqing","","China Mainland","asia_pacific","30.8011","108.4107","false","2022-09-05 12:05:22 PDT"
"dc782697","No.4 Kin Fat Lane","standard charger","4 Kin Fat Lane  Tuen Mun","Tuen Mun","","","Hong Kong","asia_pacific","22.396726","113.968702","false","2022-09-05 12:05:22 PDT"
"burelpanoramahotel","Casa de São Lourenço - Burel Panorama Hotel","standard charger","Estrada Nacional nº 232, Km 49,3 - Campo Romão Manteigas, Portugal 6260-200","Manteigas","","6260-200","Portugal","europe","40.418772","-7.539947","false","2022-09-05 12:05:22 PDT"
"villaahumadachihuahuasupercharger","Villa Ahumada, Chihuahua","supercharger","","Villa Ahumada","","","Mexico","north_america","30.614438","-106.514739","true","2022-09-05 12:05:22 PDT"
"dc870890628","Gladney Automotive Solutions LLC","destination charger","2421 Harvey Mitchell Pwy South   COLLEGE STATION, TX 77840","COLLEGE STATION","TX","77840","United States","north_america","30.60529","-96.2935","false","2022-09-05 12:05:22 PDT"
"silercityncsupercharger","Siler City, NC Supercharger","supercharger","1605 East 11th Street Siler City, North Carolina 27344","Siler City","NC","27344","United States","north_america","35.73496079","-79.44204162","false","2022-09-05 12:05:22 PDT"
"cnsc9318","Shanghai Shangkun Shangjie Shopping Center Supercharging Station (V3 | New National Standard)","supercharger","Area 139~142, B1 Floor, Underground Parking Lot, Shangkun Shang Street Shopping Mall, No. 266 Qibei Road, Luodianmian Town, Baoshan District, Shanghai (Entrance: Tangxi Street)","Shanghai","Shanghai","","China Mainland","asia_pacific","31.4241","121.3494","false","2022-09-05 12:05:22 PDT"
"cnsc9319","Supercharging Station in Hangzhou Jiangnan'an Art Park (V3 | New National Standard)","supercharger","Ground parking lot of Jiangnan'an Art Park, No. 415 Chengye Road, Binjiang District, Hangzhou City, Zhejiang Province (Entrance: Chengye Road)","Hangzhou","Zhejiang","","China Mainland","asia_pacific","30.1904","120.1772","false","2022-09-05 12:05:22 PDT"
"valenciasouthessupercharger","Valencia","supercharger","","Valencia","","","Spain","europe","39.473456","-0.419781","true","2022-09-05 12:05:22 PDT"
"cessonq222","Cesson","supercharger","","Cesson","","","France","europe","48.60774616","2.581124559","true","2022-09-05 12:05:22 PDT"
"dongguantiananstore","Dongguan Nancheng Tesla Center","store","Tian'an Digital City, No. 1, Huangjin Road, Nancheng District, Dongguan City, Guangdong Province","Dongguan","Guangdong","","China Mainland","asia_pacific","22.996033","113.712298","false","2022-09-05 12:05:22 PDT"
"dc20200940","Banff Park Museum National Historic Site","destination charger","91 Banff Avenue   Banff, AB  T1L 1K2","Banff","AB","T1L 1K2","Canada","north_america","51.174001","-115.571827","false","2022-09-05 12:05:22 PDT"
"roslynheightsnysupercharger","Roslyn Heights, NY - Willis Avenue Supercharger","supercharger","373 Willis Avenue Roslyn Heights, New York 11577","Roslyn Heights","NY","11577","United States","north_america","40.77943","-73.65012","false","2022-09-05 12:05:22 PDT"
"riverheadnyoldcountryroadsupercharger","Riverhead, NY - Old Country Road Supercharger","supercharger","1761 Old Country Road Riverhead, New York 11901","Riverhead","NY","11901","United States","north_america","40.923424","-72.703538","false","2022-09-05 12:05:22 PDT"
"dc1125397","91°N Cafe Nation 旗艦店","destination charger","244 新北市林口區文化三路一段402巷2號","林口區","","","Taiwan","asia_pacific","25.0663333","121.3616049","false","2022-09-05 12:05:22 PDT"
"cnsc9323","Shanghai Sunshine World Supercharging Station (V3 | New National Standard)","supercharger","Sunshine World Ground Parking Lot, No. 3181 Zhangyang North Road, Pudong New Area, Shanghai (Entrance: Qifan Road)","Shanghai","Shanghai","","China Mainland","asia_pacific","31.3188","121.5942","false","2022-09-05 12:05:22 PDT"
